name,pointsource,description,digitalset,engunits,exdesc,future,pointtype,ptclassname,sourcetag,archiving,compressing,span,step,zero,changedate,changer,creationdate,creator,pointid,instrumentag
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1204,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:09,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:09,RDXPISANDBOX\sebastian.valencia,1122,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:09,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:09,RDXPISANDBOX\sebastian.valencia,1123,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1205,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1206,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:09,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:09,RDXPISANDBOX\sebastian.valencia,1124,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1207,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1125,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1126,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1208,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1209,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1127,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,200,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1128,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,200,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1210,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1211,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1129,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1130,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1212,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,300,0,0,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:17,RDXPISANDBOX\sebastian.valencia,1213,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,300,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1131,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1214,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1132,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1215,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1133,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1216,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1134,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1200,0,0,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:10,RDXPISANDBOX\sebastian.valencia,1135,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1200,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1217,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1218,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1136,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1137,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,500,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1219,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1138,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1220,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1221,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1139,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1140,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,500,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1222,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:18,RDXPISANDBOX\sebastian.valencia,1223,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1141,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1224,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1142,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1143,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2500,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1225,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1144,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,500,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1226,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1227,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1145,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2500,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1228,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2500,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1146,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1229,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:11,RDXPISANDBOX\sebastian.valencia,1147,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1230,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1148,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1149,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1231,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1150,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1232,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1151,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1233,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1234,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1152,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1153,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:19,RDXPISANDBOX\sebastian.valencia,1235,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1236,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1000,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1154,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1237,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1155,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1156,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1238,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1239,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1157,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,200,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1158,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,200,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1240,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1241,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:12,RDXPISANDBOX\sebastian.valencia,1159,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1160,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1242,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,300,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1243,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,300,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1161,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1244,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1162,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:20,RDXPISANDBOX\sebastian.valencia,1245,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1500,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1163,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,1246,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,2000,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1164,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1200,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1165,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1200,0,0,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,1247,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:04,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:04,RDXPISANDBOX\sebastian.valencia,1079,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1,0,0,13/11/2019 21:20:04,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:04,RDXPISANDBOX\sebastian.valencia,1078,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:04,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:04,RDXPISANDBOX\sebastian.valencia,1080,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,1200,0,0,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,1081,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,1082,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,20,0,0,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,1083,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,1084,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:05,RDXPISANDBOX\sebastian.valencia,1085,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,1086,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:14,RDXPISANDBOX\zachary.burke,471,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,797,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:14,RDXPISANDBOX\zachary.burke,472,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,798,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,473,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,799,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,474,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,800,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,475,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,801,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,802,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,476,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,803,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,477,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,478,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,804,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,805,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,479,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:15,RDXPISANDBOX\zachary.burke,480,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,806,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,481,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,807,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,482,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,808,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,1,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,809,
,OSIDemo-AFAnalysis,,,,,0,Int32,base,,1,1,100,1,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,483,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,811,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,26/02/2019 20:58:51,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,485,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,486,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,13/06/2019 16:09:34,RDXPISANDBOX\zachary.burke,812,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,29/01/2019 14:06:16,RDXPISANDBOX\zachary.burke,487,
