name,pointsource,description,digitalset,engunits,exdesc,future,pointtype,ptclassname,sourcetag,archiving,compressing,span,step,zero,changedate,changer,creationdate,creator,pointid,instrumentag
,L,,,,,0,Float64,base,,1,1,100,0,0,10/12/2019 19:02:34,piadmin,10/12/2019 19:02:34,piadmin,1330,
,PIAnalysisService,,,,,0,Int32,base,,1,0,5,0,0,04/04/2019 18:52:44,RDXPISANDBOX\bjorn.johnson,04/04/2019 18:52:44,RDXPISANDBOX\bjorn.johnson,569,
,PIAnalysisService,,,,,0,Int32,base,,1,0,5,0,0,04/04/2019 18:52:44,RDXPISANDBOX\bjorn.johnson,04/04/2019 18:52:44,RDXPISANDBOX\bjorn.johnson,570,
,PIAnalysisService,,,,,0,Int32,base,,1,0,5,0,0,04/04/2019 18:52:44,RDXPISANDBOX\bjorn.johnson,04/04/2019 18:52:44,RDXPISANDBOX\bjorn.johnson,571,
,L,,,,,0,Float64,base,,1,1,100,0,0,06/09/2019 20:33:19,piadmin,06/09/2019 20:33:19,piadmin,915,
,L,,,,,0,Float64,base,,1,1,100,0,0,06/09/2019 20:38:07,piadmin,06/09/2019 20:38:07,piadmin,916,
,C,,,Phase,Event=Montreal.MTL.Press.01.Main Clock, if 'Montreal.MTL.Press.01.Press Status'=1 then if 'Montreal.MTL.Press.01.Main Clock'>=1 and 'Montreal.MTL.Press.01.Main Clock'<=10 then 1 else if 'Montreal.MTL.Press.01.Main Clock'>10 and 'Montreal.MTL.Press.01.Main Clock'<=33 then 2 else if 'Montreal.MTL.Press.01.Main Clock'>33 and 'Montreal.MTL.Press.01.Main Clock'<=66 then 3 else if 'Montreal.MTL.Press.01.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,627,
,C,,,deg C,If 'Montreal.MTL.Press.01.Press Status'=1 then if 'Montreal.MTL.Press.01.Curing Phase'= 0 Then 'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=1 then 3*'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=2 then 2*'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=3 then 1*'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=4 then 0.5*'Montreal.MTL.Press.01.Main Clock' else 0 else 0,0,Float32,classic,,1,1,1000,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,628,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,629,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,630,
,C,,,deg C, TagAvg('Montreal.MTL.Press.01.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,631,
,C,,,Tires,Event=Montreal.MTL.Press.01.Main Clock, if badval('Montreal.MTL.Press.01.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.01.Main Clock'=0 and tagval('Montreal.MTL.Press.01.Press Status','*-1m')=1  then 'Montreal.MTL.Press.01.Net Tires Produced'+1 else 'Montreal.MTL.Press.01.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,632,
,C,,,state,Event=Montreal.MTL.Press.01.Main Clock, if 'Montreal.MTL.Press.01.Main Clock'=0 then if tagmax('Montreal.MTL.Press.01.Main Clock','*','*-1m')>95 then 1 else if tagmax('Montreal.MTL.Press.01.Main Clock','*','*-1m')>91 then 2 else if tagmax('Montreal.MTL.Press.01.Main Clock','*','*-1m')>88 then 3 else if tagmax('Montreal.MTL.Press.01.Main Clock','*','*-1m')>85 then 4 else 0 else 'Montreal.MTL.Press.01.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,633,
,C,,,PSI,If 'Montreal.MTL.Press.01.Press status'=1 then if 'Montreal.MTL.Press.01.LidPosition'=0 then 0 else if 'Montreal.MTL.Press.01.Curing Phase'=0 Then 0 else if 'Montreal.MTL.Press.01.Curing Phase'=1 then 100-'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=2 then 110-'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=3 then 150-'Montreal.MTL.Press.01.Main Clock' else if 'Montreal.MTL.Press.01.Curing Phase'=4 then 100-'Montreal.MTL.Press.01.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,634,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,635,
,C,,,Type,Event=Montreal.MTL.Press.01.Main Clock, if badval('Montreal.MTL.Press.01.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Montreal.MTL.Press.01.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Montreal.MTL.Press.01.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Montreal.MTL.Press.01.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Montreal.MTL.Press.01.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,636,
,C,,,Scrap Tires,Event=Montreal.MTL.Press.01.Main Clock, if badval('Montreal.MTL.Press.01.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.01.Main Clock'=0 and tagval('Montreal.MTL.Press.01.Press Status','*-1m')=1 then if Tagmax('Montreal.MTL.Press.01.Main Clock','*','*-1m') <= 87  then 'Montreal.MTL.Press.01.Scrap Tires'+1 else 'Montreal.MTL.Press.01.Scrap Tires' else 'Montreal.MTL.Press.01.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,637,
,C,,,Kg/h,If 'Montreal.MTL.Press.01.Press Status'<>1 OR 'Montreal.MTL.Press.01.Curing Phase'=0 OR  'Montreal.MTL.Press.01.LidPosition'=0 then 0 else 10-sqr('Montreal.MTL.Press.01.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,638,
,C,,,Phase,Event=Montreal.MTL.Press.02.Main Clock, if 'Montreal.MTL.Press.02.Press Status'=1 then if 'Montreal.MTL.Press.02.Main Clock'>=1 and 'Montreal.MTL.Press.02.Main Clock'<=10 then 1 else if 'Montreal.MTL.Press.02.Main Clock'>10 and 'Montreal.MTL.Press.02.Main Clock'<=33 then 2 else if 'Montreal.MTL.Press.02.Main Clock'>33 and 'Montreal.MTL.Press.02.Main Clock'<=66 then 3 else if 'Montreal.MTL.Press.02.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,639,
,C,,,deg C,If 'Montreal.MTL.Press.02.Press Status'=1 then if 'Montreal.MTL.Press.02.Curing Phase'= 0 Then 'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=1 then 3*'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=2 then 2*'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=3 then 1*'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=4 then 0.5*'Montreal.MTL.Press.02.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,640,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,641,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,642,
,C,,,deg C, TagAvg('Montreal.MTL.Press.02.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,643,
,C,,,Tires,Event=Montreal.MTL.Press.02.Main Clock, if badval('Montreal.MTL.Press.02.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.02.Main Clock'=0 and tagval('Montreal.MTL.Press.02.Press Status','*-1m')=1  then 'Montreal.MTL.Press.02.Net Tires Produced'+1 else 'Montreal.MTL.Press.02.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,644,
,C,,,state,Event=Montreal.MTL.Press.02.Main Clock, if 'Montreal.MTL.Press.02.Main Clock'=0 then if tagmax('Montreal.MTL.Press.02.Main Clock','*','*-1m')>95 then 1 else if tagmax('Montreal.MTL.Press.02.Main Clock','*','*-1m')>91 then 2 else if tagmax('Montreal.MTL.Press.02.Main Clock','*','*-1m')>88 then 3 else if tagmax('Montreal.MTL.Press.02.Main Clock','*','*-1m')>85 then 4 else 0 else 'Montreal.MTL.Press.02.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,645,
,C,,,PSI,If 'Montreal.MTL.Press.02.Press status'=1 then if 'Montreal.MTL.Press.02.LidPosition'=0 then 0 else if 'Montreal.MTL.Press.02.Curing Phase'=0 Then 0 else if 'Montreal.MTL.Press.02.Curing Phase'=1 then 100-'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=2 then 110-'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=3 then 150-'Montreal.MTL.Press.02.Main Clock' else if 'Montreal.MTL.Press.02.Curing Phase'=4 then 100-'Montreal.MTL.Press.02.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,646,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,647,
,C,,,Type,Event=Montreal.MTL.Press.02.Main Clock, if badval('Montreal.MTL.Press.02.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Montreal.MTL.Press.02.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Montreal.MTL.Press.02.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Montreal.MTL.Press.02.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Montreal.MTL.Press.02.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,648,
,C,,,Scrap Tires,Event=Montreal.MTL.Press.02.Main Clock, if badval('Montreal.MTL.Press.02.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.02.Main Clock'=0 and tagval('Montreal.MTL.Press.02.Press Status','*-1m')=1 then if Tagmax('Montreal.MTL.Press.02.Main Clock','*','*-1m') <= 87  then 'Montreal.MTL.Press.02.Scrap Tires'+1 else 'Montreal.MTL.Press.02.Scrap Tires' else 'Montreal.MTL.Press.02.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,649,
,C,,,Kg/h,If 'Montreal.MTL.Press.02.Press Status'<>1 OR 'Montreal.MTL.Press.02.Curing Phase'=0 OR  'Montreal.MTL.Press.02.LidPosition'=0 then 0 else 10-sqr('Montreal.MTL.Press.02.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,650,
,C,,,Phase,Event=Montreal.MTL.Press.03.Main Clock, if 'Montreal.MTL.Press.03.Press Status'=1 then if 'Montreal.MTL.Press.03.Main Clock'>=1 and 'Montreal.MTL.Press.03.Main Clock'<=10 then 1 else if 'Montreal.MTL.Press.03.Main Clock'>10 and 'Montreal.MTL.Press.03.Main Clock'<=33 then 2 else if 'Montreal.MTL.Press.03.Main Clock'>33 and 'Montreal.MTL.Press.03.Main Clock'<=66 then 3 else if 'Montreal.MTL.Press.03.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,651,
,C,,,deg C,If 'Montreal.MTL.Press.03.Press Status'=1 then if 'Montreal.MTL.Press.03.Curing Phase'= 0 Then 'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=1 then 3*'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=2 then 2*'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=3 then 1*'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=4 then 0.5*'Montreal.MTL.Press.03.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,652,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,653,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,654,
,C,,,deg C, TagAvg('Montreal.MTL.Press.03.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,655,
,C,,,Tires,Event=Montreal.MTL.Press.03.Main Clock, if badval('Montreal.MTL.Press.03.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.03.Main Clock'=0 and tagval('Montreal.MTL.Press.03.Press Status','*-1m')=1  then 'Montreal.MTL.Press.03.Net Tires Produced'+1 else 'Montreal.MTL.Press.03.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,656,
,C,,,state,Event=Montreal.MTL.Press.03.Main Clock, if 'Montreal.MTL.Press.03.Main Clock'=0 then if tagmax('Montreal.MTL.Press.03.Main Clock','*','*-1m')>95 then 1 else if tagmax('Montreal.MTL.Press.03.Main Clock','*','*-1m')>91 then 2 else if tagmax('Montreal.MTL.Press.03.Main Clock','*','*-1m')>88 then 3 else if tagmax('Montreal.MTL.Press.03.Main Clock','*','*-1m')>85 then 4 else 0 else 'Montreal.MTL.Press.03.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,657,
,C,,,PSI,If 'Montreal.MTL.Press.03.Press status'=1 then if 'Montreal.MTL.Press.03.LidPosition'=0 then 0 else if 'Montreal.MTL.Press.03.Curing Phase'=0 Then 0 else if 'Montreal.MTL.Press.03.Curing Phase'=1 then 100-'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=2 then 110-'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=3 then 150-'Montreal.MTL.Press.03.Main Clock' else if 'Montreal.MTL.Press.03.Curing Phase'=4 then 100-'Montreal.MTL.Press.03.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,658,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,659,
,C,,,Type,Event=Montreal.MTL.Press.03.Main Clock, if badval('Montreal.MTL.Press.03.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Montreal.MTL.Press.03.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Montreal.MTL.Press.03.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Montreal.MTL.Press.03.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Montreal.MTL.Press.03.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,660,
,C,,,Scrap Tires,Event=Montreal.MTL.Press.03.Main Clock, if badval('Montreal.MTL.Press.03.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.03.Main Clock'=0 and tagval('Montreal.MTL.Press.03.Press Status','*-1m')=1 then if Tagmax('Montreal.MTL.Press.03.Main Clock','*','*-1m') <= 87  then 'Montreal.MTL.Press.03.Scrap Tires'+1 else 'Montreal.MTL.Press.03.Scrap Tires' else 'Montreal.MTL.Press.03.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,661,
,C,,,Kg/h,If 'Montreal.MTL.Press.03.Press Status'<>1 OR 'Montreal.MTL.Press.03.Curing Phase'=0 OR  'Montreal.MTL.Press.03.LidPosition'=0 then 0 else 10-sqr('Montreal.MTL.Press.03.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,662,
,C,,,Phase,Event=Montreal.MTL.Press.04.Main Clock, if 'Montreal.MTL.Press.04.Press Status'=1 then if 'Montreal.MTL.Press.04.Main Clock'>=1 and 'Montreal.MTL.Press.04.Main Clock'<=10 then 1 else if 'Montreal.MTL.Press.04.Main Clock'>10 and 'Montreal.MTL.Press.04.Main Clock'<=33 then 2 else if 'Montreal.MTL.Press.04.Main Clock'>33 and 'Montreal.MTL.Press.04.Main Clock'<=66 then 3 else if 'Montreal.MTL.Press.04.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,663,
,C,,,deg C,If 'Montreal.MTL.Press.04.Press Status'=1 then if 'Montreal.MTL.Press.04.Curing Phase'= 0 Then 'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=1 then 3*'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=2 then 2*'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=3 then 1*'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=4 then 0.5*'Montreal.MTL.Press.04.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,664,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,665,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,666,
,C,,,deg C, TagAvg('Montreal.MTL.Press.04.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,667,
,C,,,Tires,Event=Montreal.MTL.Press.04.Main Clock, if badval('Montreal.MTL.Press.04.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.04.Main Clock'=0 and tagval('Montreal.MTL.Press.04.Press Status','*-1m')=1  then 'Montreal.MTL.Press.04.Net Tires Produced'+1 else 'Montreal.MTL.Press.04.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,668,
,C,,,state,Event=Montreal.MTL.Press.04.Main Clock, if 'Montreal.MTL.Press.04.Main Clock'=0 then if tagmax('Montreal.MTL.Press.04.Main Clock','*','*-1m')>95 then 1 else if tagmax('Montreal.MTL.Press.04.Main Clock','*','*-1m')>91 then 2 else if tagmax('Montreal.MTL.Press.04.Main Clock','*','*-1m')>88 then 3 else if tagmax('Montreal.MTL.Press.04.Main Clock','*','*-1m')>85 then 4 else 0 else 'Montreal.MTL.Press.04.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,669,
,C,,,PSI,If 'Montreal.MTL.Press.04.Press status'=1 then if 'Montreal.MTL.Press.04.LidPosition'=0 then 0 else if 'Montreal.MTL.Press.04.Curing Phase'=0 Then 0 else if 'Montreal.MTL.Press.04.Curing Phase'=1 then 100-'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=2 then 110-'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=3 then 150-'Montreal.MTL.Press.04.Main Clock' else if 'Montreal.MTL.Press.04.Curing Phase'=4 then 100-'Montreal.MTL.Press.04.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,670,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,671,
,C,,,Type,Event=Montreal.MTL.Press.04.Main Clock, if badval('Montreal.MTL.Press.04.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Montreal.MTL.Press.04.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Montreal.MTL.Press.04.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Montreal.MTL.Press.04.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Montreal.MTL.Press.04.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,672,
,C,,,Scrap Tires,Event=Montreal.MTL.Press.04.Main Clock, if badval('Montreal.MTL.Press.04.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Montreal.MTL.Press.04.Main Clock'=0 and tagval('Montreal.MTL.Press.04.Press Status','*-1m')=1 then if Tagmax('Montreal.MTL.Press.04.Main Clock','*','*-1m') <= 87  then 'Montreal.MTL.Press.04.Scrap Tires'+1 else 'Montreal.MTL.Press.04.Scrap Tires' else 'Montreal.MTL.Press.04.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,673,
,C,,,Kg/h,If 'Montreal.MTL.Press.04.Press Status'<>1 OR 'Montreal.MTL.Press.04.Curing Phase'=0 OR  'Montreal.MTL.Press.04.LidPosition'=0 then 0 else 10-sqr('Montreal.MTL.Press.04.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,674,
,R,,,PSI,,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,723,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:27,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:27,RDXPISANDBOX\zachary.burke,899,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:02,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:02,RDXPISANDBOX\zachary.burke,892,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,900,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:26,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:26,RDXPISANDBOX\zachary.burke,893,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:27,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:27,RDXPISANDBOX\zachary.burke,896,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,901,
,L,,,,,0,Timestamp,base,,1,1,100,1,0,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,902,
,L,,,,,0,Float64,base,,1,1,100,0,0,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,09/08/2019 18:21:28,RDXPISANDBOX\zachary.burke,903,
